value,lag_one,lag_two,lag_three,lag_five,lag_ten,lag_fifty,lag_hundred,lag_twohundred,lag_twohundredfournine,lag_twohundredfifty
0.272795113154783,0.269517567762174,0.266100765541387,0.262542514066093,0.25499290634791,0.233491468387571,-0.0361435371781629,0.0674722671100617,0.527552866583936,0.987775875398196,0.999716074898196
0.275935592460456,0.272795113154783,0.269517567762174,0.266100765541387,0.258840622673279,0.238100549296304,-0.026400507208006,0.0648080484830866,0.520310769503796,0.975954482868279,0.987775875398196
0.27894119167951,0.275935592460456,0.272795113154783,0.269517567762174,0.262542514066093,0.242553137919131,-0.0166033165260713,0.0621703392743764,0.513140732493603,0.964250715159341,0.975954482868279
0.281814089368488,0.27894119167951,0.275935592460456,0.272795113154783,0.266100765541387,0.246851313831655,-0.00677334540395314,0.059558875710812,0.506042038543679,0.952663401884859,0.964250715159341
0.284556454254508,0.281814089368488,0.27894119167951,0.275935592460456,0.269517567762174,0.250997190092064,0.00306896779947102,0.0569733966438608,0.499013977778715,0.941191384303849,0.952663401884859
0.287170443134481,0.284556454254508,0.281814089368488,0.27894119167951,0.272795113154783,0.25499290634791,0.0129042304344907,0.0544136435234617,0.492055847386777,0.929833515204992,0.941191384303849
0.289658199029995,0.287170443134481,0.284556454254508,0.281814089368488,0.275935592460456,0.258840622673279,0.0227141723043867,0.0518793603721696,0.485166951549029,0.918588658791915,0.929833515204992
0.292021849571542,0.289658199029995,0.287170443134481,0.284556454254508,0.27894119167951,0.262542514066093,0.032481697371558,0.0493702937595573,0.478346601370145,0.907455690569606,0.918588658791915
0.294263505588346,0.292021849571542,0.289658199029995,0.287170443134481,0.281814089368488,0.266100765541387,0.042190912871056,0.0468861927768729,0.471594114809424,0.896433497231964,0.907455690569606
0.296385259882427,0.294263505588346,0.292021849571542,0.289658199029995,0.284556454254508,0.269517567762174,0.0518271385305711,0.044426809011948,0.464908816612583,0.885520976550472,0.896433497231964
0.298389186167629,0.296385259882427,0.294263505588346,0.292021849571542,0.287170443134481,0.272795113154783,0.061376898698264,0.0419918965243566,0.458290038244232,0.874717037263967,0.885520976550472
0.300277338156325,0.298389186167629,0.296385259882427,0.294263505588346,0.289658199029995,0.275935592460456,0.0708279001584833,0.039581211820821,0.451737117821017,0.864020598969517,0.874717037263967
0.302051748778192,0.300277338156325,0.298389186167629,0.296385259882427,0.292021849571542,0.27894119167951,0.0801689982987237,0.0371945138308619,0.445249400045437,0.85343059201438,0.864020598969517
0.303714429517093,0.302051748778192,0.300277338156325,0.298389186167629,0.294263505588346,0.281814089368488,0.0893901541058946,0.0348315638826914,0.438826236140306,0.842945957389036,0.85343059201438
0.305267369853448,0.303714429517093,0.302051748778192,0.300277338156325,0.296385259882427,0.284556454254508,0.0984823842398906,0.0324921256793456,0.432466983783883,0.832565646621284,0.842945957389036
0.306712536800828,0.305267369853448,0.303714429517093,0.302051748778192,0.298389186167629,0.287170443134481,0.107437706177674,0.0301759652750548,0.426171007045632,0.822288621671398,0.832565646621284
0.308051874526608,0.306712536800828,0.305267369853448,0.303714429517093,0.300277338156325,0.289658199029995,0.116249080157827,0.0278828510518483,0.419937676322632,0.812113854828318,0.822288621671398
0.309287304047575,0.308051874526608,0.306712536800828,0.305267369853448,0.302051748778192,0.292021849571542,0.124910349396187,0.0256125536963929,0.413766368276618,0.802040328606883,0.812113854828318
0.310420722992328,0.309287304047575,0.308051874526608,0.306712536800828,0.303714429517093,0.294263505588346,0.133416179796693,0.0233648461770612,0.407656465771641,0.792067035646074,0.802040328606883
0.311454005423132,0.310420722992328,0.309287304047575,0.308051874526608,0.305267369853448,0.296385259882427,0.141762000154013,0.0211395037212283,0.401607357812361,0.782192978608285,0.792067035646074
0.312389001710653,0.311454005423132,0.310420722992328,0.309287304047575,0.306712536800828,0.298389186167629,0.14994394363929,0.018936303792794,0.395618439482939,0.772417170079585,0.782192978608285
0.313227538455684,0.312389001710653,0.311454005423132,0.310420722992328,0.308051874526608,0.300277338156325,0.157958791179278,0.020335901809617,0.389689111886552,0.762738632470973,0.772417170079585
0.313971418452576,0.313227538455684,0.312389001710653,0.311454005423132,0.309287304047575,0.302051748778192,0.165803917182199,0.0219973674271587,0.383818782085501,0.753156397920624,0.762738632470973
0.31462242068964,0.313971418452576,0.313227538455684,0.312389001710653,0.310420722992328,0.303714429517093,0.173477237930125,0.0239336232247235,0.378006863041912,0.743669508197097,0.753156397920624
0.315182300382278,0.31462242068964,0.313971418452576,0.313227538455684,0.311454005423132,0.305267369853448,0.180977162846024,0.0261573888369158,0.372252773559039,0.734277014603514,0.743669508197097
0.315652789035049,0.315182300382278,0.31462242068964,0.313971418452576,0.312389001710653,0.306712536800828,0.188302548751706,0.0286810119615691,0.366555938223137,0.72497797788269,0.734277014603514
0.316035594529253,0.315652789035049,0.315182300382278,0.31462242068964,0.313227538455684,0.308051874526608,0.195452657158821,0.0315162827391792,0.360915787345927,0.715771468123203,0.72497797788269
0.316332401233011,0.316035594529253,0.315652789035049,0.315182300382278,0.313971418452576,0.309287304047575,0.202427114576312,0.0346742339619903,0.35533175690762,0.706656564666405,0.715771468123203
0.31654487013109,0.316332401233011,0.316035594529253,0.315652789035049,0.31462242068964,0.310420722992328,0.209225875772418,0.0381649305685892,0.349803288500519,0.697632356014355,0.706656564666405
0.316674638972054,0.31654487013109,0.316332401233011,0.316035594529253,0.315182300382278,0.311454005423132,0.215849189895174,0.0419972528963886,0.344329829273176,0.688697939738667,0.697632356014355
0.316723322430543,0.316674638972054,0.31654487013109,0.316332401233011,0.315652789035049,0.312389001710653,0.222297569330738,0.0461786791340488,0.338910831875108,0.67985242239027,0.688697939738667
0.316692512282739,0.316723322430543,0.316674638972054,0.31654487013109,0.316035594529253,0.313227538455684,0.228571761161912,0.0507150732613889,0.33354575440206,0.671094919410056,0.67985242239027
0.316583777593273,0.316692512282739,0.316723322430543,0.316674638972054,0.316332401233011,0.313971418452576,0.234672721078684,0.0556104854022166,0.328234060341812,0.66242455504043,0.671094919410056
0.31639866491201,0.316583777593273,0.316692512282739,0.316723322430543,0.31654487013109,0.31462242068964,0.240601589586989,0.0608669718636453,0.322975218520533,0.65384046223773,0.66242455504043
0.316138698479318,0.31639866491201,0.316583777593273,0.316692512282739,0.316674638972054,0.315182300382278,0.246359670360339,0.0664844421225522,0.317768703049659,0.645341782585522,0.65384046223773
0.315805380438584,0.316138698479318,0.31639866491201,0.316583777593273,0.316723322430543,0.315652789035049,0.251948410580417,0.0724605395952281,0.312613993273302,0.636927666208759,0.645341782585522
0.315400191054862,0.315805380438584,0.316138698479318,0.31639866491201,0.316692512282739,0.316035594529253,0.257369383116473,0.078790562169323,0.307510573716191,0.628597271688792,0.636927666208759
0.314924588938659,0.315400191054862,0.315805380438584,0.316138698479318,0.316583777593273,0.316332401233011,0.262624270398851,0.085467427204088,0.302457934032116,0.620349765979227,0.628597271688792
0.314380011273983,0.314924588938659,0.315400191054862,0.315805380438584,0.31639866491201,0.31654487013109,0.267714849848549,0.0924816840716441,0.2974555689529,0.612184324322619,0.620349765979227
0.313767874049857,0.314380011273983,0.314924588938659,0.315400191054862,0.316138698479318,0.316674638972054,0.272642980732161,0.0998215754124481,0.292502978237864,0.604100130168,0.612184324322619
0.313089572294602,0.313767874049857,0.314380011273983,0.314924588938659,0.315805380438584,0.316723322430543,0.277410592319347,0.107473146236783,0.287599666623812,0.596096375089216,0.604100130168
0.312346480312266,0.313089572294602,0.313767874049857,0.314380011273983,0.315400191054862,0.316692512282739,0.282019673228081,0.115420397964267,0.282745143775495,0.58817225870409,0.596096375089216
0.311539951920638,0.312346480312266,0.313089572294602,0.313767874049857,0.314924588938659,0.316583777593273,0.286472261850908,0.123645482602086,0.277938924236583,0.580326988594381,0.58817225870409
0.310671320690355,0.311539951920638,0.312346480312266,0.313089572294602,0.314380011273983,0.31639866491201,0.290770437763432,0.132128930654743,0.273180527381118,0.57255978022654,0.580326988594381
0.309741900184667,0.310671320690355,0.311539951920638,0.312346480312266,0.313767874049857,0.316138698479318,0.294916314023841,0.140849905141683,0.268469477365447,0.564869856873257,0.57255978022654
0.308752984199464,0.309741900184667,0.310671320690355,0.311539951920638,0.313089572294602,0.315805380438584,0.298912030279687,0.149786473344693,0.263805303080645,0.557256449535789,0.564869856873257
0.307705847003232,0.308752984199464,0.309741900184667,0.310671320690355,0.312346480312266,0.315400191054862,0.302759746605056,0.158915887641707,0.259187538105395,0.549718796867057,0.557256449535789
0.306601743576615,0.307705847003232,0.308752984199464,0.309741900184667,0.311539951920638,0.314924588938659,0.30646163799787,0.168214866991513,0.254615720659353,0.542256145095515,0.549718796867057
